filename,gender,area_face,Nose_vs_Face,Mouth_vs_Face,Eyes_vs_Face,Nose_vs_Mouth,Eyes_vs_Nose,Eyes_vs_Mouth,tsne_x,tsne_y
10000217_1981-05-05_2009.jpg,Male,15390,0.0509421702404158,0.0157894736842105,0.0240415854450942,3.2263374485596708,0.4719387755102041,1.522633744855967,-25.442873,-25.215073
10000548_1925-04-04_1964.jpg,Male,7954,0.057329645461403,0.033568016092532,0.008549157656525,1.7078651685393258,0.1491228070175438,0.2546816479400749,-38.55041,21.077099
100012_1948-07-03_2008.jpg,Male,41309,0.0677576315088721,0.0224648381708586,0.0130237962671572,3.0161637931034484,0.1922115041086102,0.5797413793103449,-33.68224,7.29487
10001965_1930-05-23_1961.jpg,Male,2416,0.0836092715231788,0.0,0.0,,0.0,,-75.047035,35.366707
10003541_1937-09-27_1971.jpg,Male,9721,0.0800329184240304,0.0258203888488838,0.0213969756197922,3.099601593625498,0.2673521850899742,0.8286852589641435,-5.9789963,27.747
10004299_1908-08-19_1950.jpg,Male,23664,0.0559077079107505,0.0104800540906017,0.0345672751859364,5.334677419354839,0.618291761148904,3.298387096774193,6.011678,-48.32038
1000456_1933-06-12_1969.jpg,Male,12571,0.0604566064752207,0.0291941770742184,0.0346034523904224,2.0708446866485013,0.5723684210526315,1.1852861035422344,16.19441,-29.748327
1000684_1972-04-05_2004.jpg,Male,2014,0.0903674280039722,0.0551142005958291,0.0198609731876861,1.6396396396396395,0.2197802197802197,0.3603603603603603,-10.476696,46.774094
10006850_1973-08-17_2010.jpg,Male,23145,0.04899546338302,0.028645495787427,0.0054871462518902,1.7104072398190044,0.1119929453262786,0.1915535444947209,-49.3927,9.805573
10007577_1988-06-16_2007.jpg,Male,411,0.0,0.0,0.0,,,,-68.656456,-74.57016
1000781_1930-07-07_2008.jpg,Male,10987,0.0393191954127605,0.0152907982160735,0.0052789660507872,2.571428571428572,0.1342592592592592,0.3452380952380952,-72.20274,-3.7713985
100087_1889-05-19_1940.jpg,Male,17663,0.0631263092339919,0.02502406159769,0.0260431410292702,2.52262443438914,0.4125560538116592,1.0407239819004526,-11.064976,-7.809096
100097_1968-03-23_2010.jpg,Male,6552,0.0657814407814407,0.0117521367521367,0.0131257631257631,5.597402597402597,0.1995359628770301,1.1168831168831168,-42.82667,-10.303291
1001191_1980-11-08_2011.jpg,Male,3671,0.0626532280032688,0.0403159901934077,0.0,1.554054054054054,0.0,0.0,-38.971066,36.498833
1001231_1981-01-30_2014.jpg,Male,5348,0.0480553477935676,0.0209424083769633,0.0383320867614061,2.294642857142857,0.7976653696498055,1.8303571428571428,19.177687,-48.981766
100131_1926-09-06_1986.jpg,Male,41897,0.0541804902498985,0.0075661741890827,0.0127694106976633,7.160883280757098,0.2356828193832599,1.6876971608832807,-54.297913,-15.743913
1001441_1978-06-24_2005.jpg,Male,877,0.0,0.0,0.0,,,,-68.656456,-74.57016
1001464_1953-12-29_2014.jpg,Male,20141,0.06509110769078,0.022590735316022,0.0,2.8813186813186813,0.0,0.0,-61.057953,23.937151
10014795_1968-10-11_2010.jpg,Male,8163,0.0491240965331373,0.0249908122013965,0.0113928702682837,1.965686274509804,0.2319201995012468,0.4558823529411764,-46.22955,1.7942365
